gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,MonthlyCharges_Tenure
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65,1,499.20000000000005
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,2,44.1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,24.45,1385.85,0,1369.2
0,1,1,0,1,2,2,1,1,1,1,1,1,1,0,0,25.6,548.8,1,563.2
1,0,0,0,0,1,0,0,0,2,0,2,2,0,1,2,50.75,712.75,1,710.5
0,1,1,0,1,2,1,0,2,2,0,2,2,1,1,1,104.4,6405.0,0,6368.400000000001
0,1,1,0,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1637.4,0,1572.0
0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,59.65,2536.55,0,2505.2999999999997
0,0,1,1,1,2,0,2,0,2,2,2,2,2,1,0,83.3,6042.7,0,5997.599999999999
0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,1,79.55,958.25,2,954.5999999999999
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1730.65,0,1735.95
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6,0,499.2
0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95,2,208.6
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.5,285.2,2,273.0
0,0,0,0,1,0,1,2,2,2,0,2,2,1,1,2,106.45,6145.85,0,6174.1
1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,30.05,1529.45,0,1532.55
1,0,1,1,0,1,0,2,2,2,2,2,2,2,1,0,65.65,4664.5,0,4726.8
0,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7,1,1728.8999999999999
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,75.1,552.95,2,525.6999999999999
0,0,0,0,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,0,3480.35
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,44.7,93.7,2,89.4
1,1,0,0,1,2,1,0,2,2,2,2,2,1,1,0,110.75,7053.35,0,6866.5
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.7,301.55,1,315.2
1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,49.5,312.7,2,297.0
1,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,55.0,1046.5,1,1045.0
0,0,1,1,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2960.1,0,3032.55
1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,834.2,2,817.8499999999999
0,0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,111.15,6953.4,0,7113.6
0,0,1,0,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85,0,4083.3
0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,3,55.7,899.8,1,835.5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.6,541.5,0,515.0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,19.65,116.85,2,117.89999999999999
1,0,1,0,1,2,1,2,2,2,2,2,2,1,0,0,115.8,7942.15,0,7642.8
0,0,0,0,1,2,0,0,2,2,2,2,2,2,0,1,88.65,5321.25,0,5407.650000000001
0,1,1,0,1,2,1,2,2,0,0,2,0,0,1,2,94.5,4156.8,0,4063.5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.1,223.6,2,241.20000000000002
1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,34.65,768.45,1,796.9499999999999
1,1,1,0,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,0,3713.2999999999997
0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5,0,2210.0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,19.85,108.05,2,99.25
0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,3,35.45,1391.65,0,1453.45
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1379.8,0,1418.3999999999999
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,95.6,1273.3,1,1338.3999999999999
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,0,813.85
0,0,1,1,1,2,1,2,0,0,0,0,0,1,0,1,81.85,1810.85,1,1882.55
1,0,1,1,1,0,1,2,2,2,2,2,2,2,0,1,109.3,7782.85,0,7760.3
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,2,70.3
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1797.1,0,1828.8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,377.85,2,418.79999999999995
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,20.0,445.3,1,460.0
1,1,1,0,1,2,1,0,0,0,0,0,2,0,0,2,85.55,851.75,2,855.5
0,0,0,0,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,0,7912.8
0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1,2,352.09999999999997
1,0,0,1,1,0,1,0,0,2,0,2,2,0,0,3,94.5,575.45,2,567.0
1,0,1,1,1,0,1,0,2,0,2,2,2,0,1,2,101.5,906.85,2,913.5
0,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55,2,1069.8000000000002
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,2,19.4
0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,29.9,1388.75,0,1435.1999999999998
1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,1,1576.0
0,1,1,0,1,2,1,0,0,0,0,0,2,0,1,1,85.35,1375.15,1,1365.6
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,79.65,152.7,2,159.3
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2,2,193.0
0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.6,195.05,2,159.2
1,0,1,1,1,2,1,0,2,0,2,2,0,0,0,3,96.8,1826.7,1,1936.0
1,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5,1,413.0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5,1,376.2
1,1,0,0,1,2,1,2,0,0,0,2,0,0,1,2,90.6,1660.0,1,1721.3999999999999
1,0,1,0,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55,1,2301.2
0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2835.9,0,2801.75
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,45.15,45.15,2,45.15
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85,0,2852.8500000000004
0,1,1,0,1,0,1,0,0,2,2,2,2,1,1,2,99.1,5437.1,0,5351.4
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,2,20.2
1,0,1,0,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35,0,6999.3
1,0,0,0,1,2,1,2,0,0,2,2,2,0,1,3,105.35,5794.45,0,5899.599999999999
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,45.65,747.2,1,821.6999999999999
0,0,1,1,1,2,1,0,2,0,0,0,0,0,1,1,79.95,1267.95,1,1279.2
0,0,0,0,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95,0,3702.6000000000004
0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1275.6,0,1330.3000000000002
0,0,1,1,1,2,0,2,0,2,2,2,2,2,0,1,84.7,5893.9,0,6098.400000000001
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,75.85,724.65,2,682.65
0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,48.8,1536.75,0,1464.0
0,0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3615.6,0,3569.4
0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2,35.2,607.3,1,633.6
0,1,1,1,1,2,0,2,0,2,2,2,0,1,0,2,76.25,4154.55,0,4193.75
0,0,1,0,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35,0,2180.1
1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1852.85,1,1729.35
1,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,40.4,77.15,2,80.8
1,1,0,0,1,2,2,1,1,1,1,1,1,1,1,0,24.9,847.8,0,821.6999999999999
1,0,1,0,0,1,0,0,2,2,0,2,2,2,0,0,54.3,2390.45,0,2389.2
0,0,1,1,1,0,0,2,0,0,2,0,2,0,0,0,66.3,1923.5,0,1989.0
0,0,1,0,1,0,2,1,1,1,1,1,1,2,1,0,20.9,1493.2,0,1483.8999999999999
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,75.35,338.1,2,301.4
1,0,0,1,1,0,1,0,0,2,0,2,0,1,1,2,85.15,3030.6,0,2980.25
1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,75.35,75.35,2,75.35
1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,104.45,2184.85,1,2402.35
0,0,0,1,0,1,0,0,0,2,0,2,2,1,1,1,49.45,1031.4,1,1087.9
0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,19.45,921.3,0,953.05
0,0,1,1,1,0,1,0,0,2,0,2,2,0,1,2,92.15,3875.4,0,3870.3
0,0,1,1,1,0,1,0,0,2,0,2,2,1,1,2,93.8,3124.5,0,3095.4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.85,144.15,2,138.95000000000002
0,0,1,1,1,2,1,2,0,2,2,0,2,1,1,0,100.25,6689.0,0,6716.75
1,0,0,0,1,2,1,0,2,0,2,0,2,0,0,2,95.7,1451.1,1,1435.5
1,0,1,0,1,2,1,0,2,2,0,0,2,2,1,2,93.15,6368.2,0,6241.05
1,0,1,1,1,0,0,2,2,0,2,2,0,2,1,3,69.7,3729.6,0,3694.1000000000004
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.8,350.1,1,415.8
0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,3,71.35,2847.2,0,2854.0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,20.75,452.35,1,456.5
1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,2,40.6,1494.5,0,1583.4
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,20.4,930.45,0,917.9999999999999
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,41.85,2,40.7
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1272.05,0,1125.75
1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,2,54.4,475.1,2,435.2
1,1,1,0,1,2,1,2,2,0,0,0,2,0,1,1,94.7,673.1,2,662.9
1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7,2,183.0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,150.75,2,143.15
1,0,0,0,1,2,0,0,0,0,2,2,0,2,1,0,66.15,3199.0,0,3241.3500000000004
0,0,0,0,1,2,1,2,2,0,2,0,0,1,1,2,89.85,5844.65,0,5840.25
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45.05,2462.6,0,2477.75
1,0,1,1,1,2,0,2,2,2,2,2,2,2,0,0,86.85,6263.8,0,6166.349999999999
1,0,0,0,1,2,1,2,2,2,2,0,0,0,1,3,96.75,3403.4,0,3386.25
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,77.0,237.75,2,231.0
0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.1,221.35,2,221.10000000000002
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,75.3,75.3,2,75.3
1,0,0,0,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1,1,1813.0500000000002
0,0,1,0,1,2,1,2,0,2,2,2,2,2,1,1,110.15,7881.2,0,7930.8
0,0,1,1,1,0,1,2,0,0,0,0,2,1,1,0,82.85,2320.8,0,2319.7999999999997
0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5,1,361.8
0,1,1,0,1,0,1,0,2,0,2,2,2,1,1,1,99.2,4062.2,0,3968.0
0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,59.45,3043.7,0,3091.4
0,0,1,0,1,0,0,0,2,0,0,2,0,0,1,0,58.6,2723.4,0,2754.2000000000003
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,49.7,1081.25,1,1143.1000000000001
1,0,1,1,1,0,0,2,2,2,2,0,0,2,0,3,65.85,4097.05,0,4346.099999999999
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,73.5,632.2,2,588.0
1,1,0,0,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3,0,4018.5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85,2,140.35
0,0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,113.65,8166.8,0,8069.150000000001
0,1,0,0,1,2,1,2,2,0,0,0,0,0,1,2,83.4,4113.7,0,4170.0
1,0,1,0,1,0,0,2,2,2,2,0,0,2,0,3,65.65,3047.15,0,3019.9
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.4,70.4,2,70.4
0,0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,61.35,4193.4,0,4049.1
0,0,1,0,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3729.75,0,3607.8
0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,75.65,399.45,2,378.25
1,0,1,1,1,0,0,2,0,0,0,0,0,1,1,2,49.75,331.3,2,348.25
1,0,0,0,1,2,0,0,2,2,0,0,2,1,0,1,70.9,1964.6,0,2056.1000000000004
0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,3,49.85,1336.15,0,1345.95
0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,75.3,1147.45,1,1129.5
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.1,486.05,0,502.50000000000006
0,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1078.9,2,1034.0
1,0,1,0,1,2,1,2,2,2,2,2,0,0,1,2,103.05,5925.75,0,5873.849999999999
1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,0,118.35,7804.15,0,7929.45
0,1,1,0,1,2,1,0,0,2,0,2,2,0,0,2,99.7,4747.2,0,4685.900000000001
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,81.9,1028.9,1,1064.7
1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,30.45,226.45,2,243.6
0,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,96.1,4364.1,0,4228.4
1,0,1,1,1,2,0,2,0,0,0,2,0,1,1,2,66.2,4692.55,0,4700.2
1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,104.25,2433.9,1,2502.0
1,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,80.2,1217.25,1,1203.0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,2,19.75
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,72.6,154.3,2,145.2
1,1,0,0,1,2,1,2,2,2,2,2,2,0,1,2,116.5,6382.55,0,6407.5
1,1,0,0,1,2,1,0,2,0,2,2,2,2,1,2,106.8,7623.2,0,7582.8
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,24.95,1261.45,0,1247.5
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.25,89.25,2,89.25
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.25,86.05,2,96.25
0,0,0,0,1,2,1,2,2,2,2,2,0,1,1,0,104.55,6779.05,0,6900.3
0,0,1,1,1,0,0,2,2,2,2,2,2,1,1,3,87.2,4345.0,0,4272.8
0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,30.75,82.85,2,92.25
1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,25.7,1714.55,0,1696.2
1,0,0,1,1,2,1,0,0,0,0,0,2,0,0,2,86.2,893.2,2,948.2
1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,30.1,810.85,0,842.8000000000001
1,0,1,0,1,2,1,2,2,2,0,2,0,2,1,2,99.35,6347.55,0,6457.75
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,19.2,1123.65,0,1190.3999999999999
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,20.1,43.15,2,40.2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.35,35.1,2,40.7
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,25.65,1388.0,0,1410.75
1,1,1,0,1,0,1,0,2,0,0,2,2,0,1,2,94.55,3851.45,0,3876.5499999999997
0,0,1,1,1,2,1,2,0,2,0,2,2,0,1,2,104.2,1743.5,1,1771.4
0,0,0,0,1,0,1,0,0,0,2,2,2,1,1,0,94.4,2638.1,0,2832.0
1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,56.1,946.95,1,953.7
0,0,1,1,1,0,0,2,2,0,2,0,2,2,0,0,68.25,1114.85,1,1092.0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1777.6,0,1782.0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.25,684.85,2,686.25
0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,74.35,74.35,2,74.35
1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,2,54.15,1312.45,1,1245.45
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2,2,155.6
1,0,1,1,0,1,0,2,2,0,0,0,0,0,1,3,34.95,610.2,1,664.0500000000001
0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2,53.65,404.35,2,375.55
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,2,69.65
1,0,0,0,1,2,1,2,0,2,0,2,2,1,0,2,104.0,6363.45,0,6344.0
0,0,1,0,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65,0,4009.95
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,80.8,713.1,2,727.1999999999999
1,0,0,1,1,0,0,2,0,2,0,0,2,1,0,3,64.85,950.75,1,972.7499999999999
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,2,19.65
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,45.9,505.95,2,550.8
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,1149.65,0,1080.0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.8,169.65,2,179.2
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7,2,562.1
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,20.35,393.15,1,407.0
0,0,0,1,0,1,0,2,0,0,2,0,2,0,0,3,45.8,1147.0,0,1190.8
1,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3021.6,0,3027.6
0,0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,108.95,5718.2,0,5774.35
1,0,0,0,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,2,208.04999999999998
0,0,0,0,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6,0,4375.799999999999
1,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6397.6,0,6537.599999999999
1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,24.95,280.4,2,299.4
0,1,1,1,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,0,2706.3999999999996
0,0,1,0,1,2,1,2,2,0,0,0,0,2,1,0,84.7,5711.05,0,5759.6
0,0,0,1,1,0,0,2,0,2,2,2,0,1,1,1,70.8,3478.15,0,3540.0
0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,2,36.45
0,1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,104.4,4133.95,0,4280.400000000001
1,1,1,0,1,2,1,0,0,0,2,2,2,0,1,2,101.5,2917.65,0,3045.0
1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,54.3,54.3,2,54.3
1,1,1,1,1,2,1,0,0,2,0,2,2,0,1,2,103.95,2964.8,0,3014.55
0,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,91.1,2198.3,1,2095.2999999999997
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1189.9,0,1197.0
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1914.5,0,1904.3999999999999
1,0,0,1,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5,1,1966.8000000000002
1,0,0,0,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35,0,5407.2
0,1,0,0,1,2,1,0,2,2,0,2,2,1,0,0,108.1,7238.6,0,7134.599999999999
0,0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,110.15,7998.8,0,7930.8
0,1,1,0,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,0,3776.45
0,0,0,0,1,2,1,0,2,2,2,2,2,1,1,2,111.5,5703.25,0,5686.5
0,0,1,1,1,2,1,0,2,2,0,2,2,1,1,2,106.5,7397.0,0,7455.0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,19.9,164.6,2,179.1
1,0,1,1,1,2,1,2,2,0,2,2,2,2,1,3,111.1,6555.2,0,6554.9
1,0,0,1,1,0,0,0,0,0,2,2,2,0,0,3,70.7,225.65,2,212.10000000000002
1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,24.85,955.75,0,944.3000000000001
0,0,0,0,1,2,1,2,2,2,0,0,0,0,0,0,91.2,3382.3,0,3374.4
1,0,0,0,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,0,2427.2
0,1,1,0,0,1,0,0,0,2,0,0,2,0,1,1,40.65,933.3,1,975.5999999999999
0,0,1,1,1,0,0,2,2,0,2,0,0,0,0,0,59.45,780.85,1,832.3000000000001
1,0,1,0,1,2,1,2,2,0,2,2,2,2,1,1,109.95,7852.4,0,7916.400000000001
1,0,1,0,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,0,3203.8500000000004
0,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,84.9,764.95,2,679.2
1,0,1,1,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2763.0,0,2772.0
0,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1614.7,1,1573.35
0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,2,147.1
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25,2,161.2
0,0,1,0,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5,0,1665.6000000000001
0,0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,24.5,270.15,2,245.0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,2,20.6
0,0,0,0,1,0,0,2,0,2,2,0,0,1,0,1,58.0,1734.5,0,1682.0
0,1,1,1,1,2,1,0,2,2,0,2,2,1,1,2,107.45,7047.5,0,6984.25
0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,65.5,573.15,2,524.0
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1538.6,0,1552.45
0,1,0,0,1,2,1,0,0,2,0,2,2,1,1,0,100.15,4459.8,0,4506.75
1,0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,104.45,7459.0,0,7520.400000000001
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.15,306.05,2,253.79999999999998
1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,96.2,639.7,2,673.4
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15,2,399.59999999999997
0,1,1,0,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,0,4624.65
1,0,1,1,1,2,1,0,0,2,2,0,2,2,0,0,94.35,5563.65,0,5472.299999999999
1,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1,1580.0
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,40.25,2,40.6
0,0,1,0,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,2,809.2
0,0,1,0,1,2,1,2,0,2,0,2,2,1,0,0,105.75,4228.55,0,4230.0
1,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,81.15,784.45,2,730.35
1,0,0,0,1,0,1,0,2,0,2,2,0,1,1,2,89.55,3729.75,0,3671.5499999999997
0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,0,1423.5
0,0,1,0,1,0,0,0,2,0,2,0,0,1,1,1,53.75,1857.3,0,1773.75
1,0,1,1,1,0,1,0,2,2,2,2,2,1,0,1,105.75,7322.5,0,7191.0
0,1,1,0,1,0,1,0,2,2,2,2,2,2,1,1,105.85,6725.5,0,6880.25
1,0,0,0,1,0,0,0,2,0,2,0,2,1,1,2,64.2,3627.3,0,3531.0
1,0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1761.45,1,1774.0
1,0,0,0,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95,1,1666.3
0,0,0,0,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15,0,4018.5
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,20.15,1411.2,0,1410.5
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,2,159.5
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2724.6,0,2552.85
0,0,1,0,1,0,2,1,1,1,1,1,1,2,1,2,20.05,264.55,2,240.60000000000002
1,0,0,1,0,1,0,2,2,2,2,2,2,2,0,1,67.2,4671.7,0,4838.400000000001
1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,94.55,1173.55,2,1134.6
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,69.05,318.5,2,345.25
1,1,1,0,1,2,1,2,2,2,0,2,2,0,1,2,107.5,7713.55,0,7632.5
1,1,0,0,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,0,2555.0
1,0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,114.75,7842.3,0,8032.5
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2227.8,0,2357.5499999999997
1,0,1,1,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4990.25,0,5005.0
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3744.05,0,3740.7
1,0,0,0,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,0,7224.3
1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,3,77.9,2351.45,0,2337.0
0,0,0,0,1,2,1,2,0,0,0,0,2,0,1,2,90.65,2989.6,0,2991.4500000000003
1,1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,0,5964.3
0,0,0,0,1,2,0,2,0,0,2,0,2,1,0,0,68.7,4070.95,0,4053.3
1,1,0,0,0,1,0,2,2,0,0,2,0,0,1,2,44.85,2479.05,0,2466.75
1,1,1,0,0,1,0,0,0,2,0,0,0,1,1,1,29.8,2134.3,0,2056.2000000000003
